ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
795,思明禾祥西路美仁里50-55号佳韵园(二期),118.08502110659121,24.465578992733736,61892,458,74,2,2,1,东南,19.0,1,满五年,中层,6.0,0,4,10,10,10
796,湖里枋湖梧桐西路91-117号新景龙郡,118.1376782651265,24.515099718441636,64666,558,86.29,3,2,2,东南,10.0,1,满二年,高层,22.0,2,3,10,10,10
797,"集美集美新城杏北八里12-13,19-20号龙湖春江郦城(二期)",118.04856951128458,24.586968097385537,36735,360,98,3,2,2,南,7.0,1,满二年,低层,33.0,1,2,8,10,10
798,海沧沧林路沧湖东二里119-137号鼓浪花园,118.04028021022827,24.489682015216832,36121,445,123.2,3,2,2,南北,18.0,1,满五年,中层,11.0,2,5,7,10,10
799,湖里金尚金尚路427-449号华林金盛花园,118.14252242327926,24.500033434009403,43801,378,86.3,2,2,1,南,18.0,1,满五年,高层,11.0,2,2,10,10,10
800,湖里金尚金民里91-106号金鸿花园,118.14305878271837,24.494649206151337,45117,498,110.38,3,2,2,南北,23.0,1,满五年,中层,6.0,3,3,10,10,10
801,思明莲前西路西林路22-40号明发商城,118.13580065036405,24.478667012459592,36560,468,128.01,3,2,2,南北,26.0,1,满五年,中层,8.0,0,3,10,10,10
802,湖里金尚双浦西里1-16号银岭园,118.13330478642591,24.49771485285746,39878,339,85.01,3,2,1,南,24.0,1,满二年,低层,7.0,2,3,10,10,10
803,思明中山路大学路117号大学路117号小区,118.0837621110855,24.441198239491953,67855,358,52.76,3,1,1,南北,49.0,1,,,5.0,0,0,0,0,0
804,湖里东渡湖滨北路3-5号黄金大厦,118.07153791762894,24.480923460902005,41877,482,115.1,3,2,2,北,20.0,1,满二年,中层,31.0,0,0,0,0,0
805,海沧滨海社区沧湖东一里511-549号天心岛,118.04520904182331,24.490712632165955,41890,368,87.85,3,2,1,南北,15.0,1,满五年,高层,18.0,2,6,8,10,10
806,思明湖滨北路湖滨北路16-18号新港广场,118.07561722089909,24.479650359362473,65930,626,94.95,3,2,2,南北,24.0,1,满五年,低层,10.0,0,1,0,6,10
807,思明将军祠将军祠路18-22号卫生局宿舍,118.09854620707982,24.467141492781156,56730,690,121.63,3,2,2,南北,27.0,1,满五年,高层,8.0,2,3,10,10,10
808,海沧滨海社区沧湖东一里42-95号绿苑小区,118.04155236254043,24.493382599565813,32962,310,94.05,3,2,2,南北,17.0,1,满五年,中层,18.0,3,7,10,10,10
809,湖里悦华路昌宾路8-50号徐厝社区三航宿舍,118.09508467412904,24.51820088853353,30282,215,71,3,1,1,南北,26.0,1,满五年,中层,8.0,0,0,2,8,10
810,集美印斗路印斗北里1-28号古龙明珠(公寓住宅),118.10166811112951,24.583424789243516,41927,376,89.68,3,2,2,南北,17.0,0,,高层,10.0,0,1,10,10,10
811,湖里海天路海天路161号海天大厦,118.09789315760146,24.507464032551542,52740,410,77.74,2,2,1,南,33.0,1,满五年,中层,14.0,0,1,10,10,10
812,湖里SM商圈禾山路649号救助站宿舍,118.10523185110429,24.51445314434144,30665,270,88.05,2,2,1,南北,24.0,1,满五年,高层,7.0,1,1,10,10,10
813,思明思北湖滨西路1号大同学府,118.07336117587738,24.463396829772595,74109,630,85.01,3,2,2,南,17.0,1,满二年,低层,8.0,0,0,0,0,0
814,思明禾祥西路禾祥西路267号繁荣广场(一期),118.08769379063689,24.469835180615195,58920,615,104.38,2,1,1,东西,24.0,1,满五年,低层,20.0,0,4,10,10,10
815,海沧马銮湾新城新景西里102-123号海投青春海岸,117.98562446327887,24.534761893380683,21072,188,89.22,3,2,1,南北,24.0,1,,中层,32.0,0,0,2,10,10
816,思明莲坂湖明路120-134号五金宿舍,118.11201227198038,24.486490516131127,48570,506,104.18,3,2,2,南北,24.0,1,满五年,高层,8.0,3,6,10,10,10
817,思明白鹭洲筼筜路5号之1-16武夷花园,118.07700922918742,24.47872211987201,42295,424,100.25,3,2,1,南北,31.0,1,满五年,高层,6.0,0,1,0,10,10
818,"湖里湖里大唐世家火炬三路11-13号,火炬二路291-301号盛唐苑",118.1188386288998,24.514709268583402,40195,520,129.37,3,2,2,南,17.0,1,,低层,6.0,3,6,10,10,10
819,思明禾祥西路禾祥西路23号禾祥西路23号小区,118.09227599297697,24.469986563045957,50328,307,61,2,1,1,东西,34.0,1,满五年,高层,7.0,1,3,10,10,10
820,湖里南山海天路3号临海苑,118.08813101399332,24.507541041859888,40323,500,124,3,2,2,南北,18.0,1,满五年,高层,7.0,0,1,2,10,10
821,湖里祥店祥店里11-40号祥店新村3区,118.14038227785225,24.502547720590268,45967,408,88.76,2,2,1,南,24.0,1,满五年,中层,15.0,3,2,10,10,10
822,思明莲坂莲景一里1-33号莲坂新村小区(一区),118.11254250218019,24.482739530818478,62874,358,56.94,1,2,1,南北,17.0,1,,高层,6.0,2,4,7,10,10
823,思明将军祠电台山路1-30号电台山小区,118.09218363545239,24.462502699975815,58413,368,63,2,1,1,南北,34.0,1,满二年,高层,7.0,2,7,10,10,10
824,思明观音山下堡路181-201号中国铁建海曦,118.18719217573417,24.500954619105585,50622,635,125.44,3,2,2,南北,11.0,1,,低层,28.0,0,0,3,10,10
825,湖里枋湖枋湖东四里54-67号晶尚名居,118.15137876580498,24.517310047775112,50006,425,84.99,2,2,1,南,15.0,1,满五年,低层,12.0,2,3,10,10,10
826,湖里南山海天路65号鹭辉大厦,118.09549376176861,24.507581979276345,38608,345,89.36,2,2,1,东,29.0,1,满二年,高层,12.0,0,0,8,10,10
827,集美印斗路印斗南里1-52号红树康桥,118.10129723826745,24.581852460766857,42986,368,85.61,3,2,1,南北,14.0,0,,中层,12.0,0,1,10,10,10
828,集美集美学村浔江里1-18号碧海蓝天(西区),118.10222423765644,24.58052037946515,45470,402,88.41,3,2,2,南北,12.0,0,满二年,高层,12.0,0,2,10,10,10
829,湖里SM商圈南山路50-51号南山路50-51号小区,118.09822436780051,24.50506343940328,40910,315,77,2,2,1,南,16.0,1,满五年,中层,6.0,0,1,10,10,10
830,湖里台湾街吕岭路23-29号都市华庭,118.12677299143425,24.494927328417667,42399,560,132.08,3,2,2,南,20.0,1,满二年,高层,16.0,3,4,10,10,10
831,"思明禾祥西路禾祥西路304-308号,318-322号白鹭花园公寓",118.09222190726611,24.46984838434346,51475,630,122.39,3,2,2,西北,24.0,1,,高层,13.0,1,3,10,10,10
832,湖里象屿保税区海天路24-34号信达宿舍,118.09022394778135,24.51190212569622,48537,340,70.05,2,2,1,南北,17.0,1,满五年,中层,6.0,0,0,0,10,10
833,思明莲花莲秀里60-63号鹭江新城(二期),118.12705372967731,24.49251730789,61905,650,105,3,2,1,南,22.0,1,满五年,低层,17.0,3,4,10,10,10
834,湖里江头嘉禾路392号国泰大厦,118.12241257528093,24.499988606750502,42327,473,111.75,3,2,2,东北,24.0,1,满五年,低层,31.0,1,3,10,10,10
835,思明鹭江道石泉路8-30号瑞泉山庄,118.08167636443463,24.451599904815346,48062,486,101.12,2,2,1,南,39.0,1,满五年,,5.0,0,0,0,0,0
836,"集美集美万达滨水五里1-11,69-70,88-89号水晶湖郡(五期公寓)",118.08530158686989,24.587569974567586,43700,395,90.39,3,2,1,南,6.0,0,满二年,中层,33.0,0,2,0,0,10
837,思明将军祠育青路1-5号电业小区(西区),118.09366390930936,24.459166987635783,54969,406,73.86,2,2,1,南北,35.0,1,满五年,中层,7.0,2,7,10,10,10
838,湖里台湾街台湾街342号亿星大厦,118.12830573441707,24.500302630270124,44365,590,132.99,3,2,2,南,13.0,1,满五年,高层,19.0,2,2,10,10,10
839,湖里殿前长乐路355-399号长乐邨3期,118.09927701042635,24.52410462844311,43450,328,75.49,3,2,1,南,25.0,1,满二年,中层,7.0,0,0,7,8,10
840,思明禾祥西路斗西路203号瑞成大厦,118.0810697789905,24.46538163934803,72930,420,57.59,2,2,1,西,20.0,1,满二年,高层,33.0,0,4,10,10,10
841,湖里东渡东渡路89号港吉大厦,118.07467103079554,24.48945740719313,39506,358,90.62,2,2,1,东,24.0,1,满二年,中层,28.0,1,0,0,7,10
842,思明瑞景洪文五里1-19号华瑞花园(一期),118.15329217904649,24.47657452612256,48490,520,107.24,3,2,2,南北,21.0,1,,,5.0,0,0,7,9,10
843,海沧滨海社区沧林东一里149-165号绿苑新城三组团,118.0450872311063,24.497317168201484,41079,378,92.02,2,2,1,南北,10.0,1,,中层,32.0,2,6,10,10,0
844,思明中山公园华新路8-35号华新路小区,118.08281336967029,24.46134124376018,63214,598,94.6,4,2,1,南北,41.0,1,满五年,,5.0,1,3,10,10,10
845,思明思北厦禾路296-316号假日香港广场,118.07519803985683,24.462219594638633,71812,388,54.03,3,1,1,南北,16.0,1,满二年,中层,38.0,0,4,8,10,10
846,思明华侨博物馆碧山路128号鹭江海景(二期),118.07926350789025,24.447471812768047,68087,620,91.06,2,2,1,东,17.0,1,满五年,高层,36.0,0,5,8,2,10
847,湖里湖边水库片区观日西一里9-14号世茂湖滨首府(C区),118.16318107902138,24.49308041991077,54894,580,105.66,2,2,1,南,10.0,1,,高层,41.0,2,2,10,10,10
848,"湖里江头江头东路2-4,12-14号中环花园",118.12972693647528,24.496509193146874,36958,380,102.82,3,2,2,南北,24.0,1,满五年,高层,7.0,3,3,10,10,10
849,思明鹭江道寿彭路1号寿彭路1-6号小区,118.07829059201924,24.447984087174973,60753,339,55.8,2,1,1,南北,41.0,1,满五年,中层,6.0,0,5,9,3,10
850,思明龙山龙伏里1-36号莲花花园,118.13420169484279,24.493797647822845,50980,648,127.11,3,2,2,南北,21.0,1,满五年,低层,7.0,2,3,10,10,10
851,湖里金山金山西二里16-29号金永昌家园,118.14493092103001,24.50546326931607,41780,479,114.65,3,2,2,南北,18.0,1,满二年,高层,10.0,1,4,10,10,10
852,思明禾祥西路禾祥西路813-875号国贸广场,118.09466120412814,24.47174832053546,64000,680,106.25,3,2,1,东南,21.0,1,满五年,低层,18.0,0,4,10,10,10
853,思明中山路大同路8-252号(双号)大同路8-252号小区(双号),118.06974908367233,24.457833546941934,51070,320,62.66,2,2,2,南北,34.0,1,满五年,中层,6.0,0,0,0,0,0
854,思明中山公园深田路47-57号深田路47-57号小区,118.08753293216702,24.4604002880428,75000,366,48.8,3,2,1,南,51.0,1,满五年,低层,6.0,2,6,10,10,10
855,湖里湖里大唐世家兴隆路681-709号湖里大唐世家七期,118.1203094865874,24.514048485107633,54867,420,76.55,2,1,1,南,22.0,1,满五年,,5.0,4,5,10,10,10
856,思明华侨博物馆碧山路68号鹭江海景(一期),118.08013170862185,24.44724126280142,79019,699,88.46,3,1,1,南,16.0,1,满五年,高层,36.0,0,5,8,4,10
857,思明富山湖滨六里220-231号骏景园,118.11172991200442,24.481612680270853,54667,728,133.17,3,1,1,南北,22.0,1,,中层,12.0,3,3,8,10,10
858,湖里南山南山路393-397号南山新村(南山路393-397号),118.1094426411229,24.506135983925315,49052,600,122.32,3,2,2,南,22.0,1,满二年,低层,8.0,1,2,8,10,10
859,湖里SM商圈南山路73-91号万山小区,118.09828220789662,24.504544525742233,45382,310,68.31,2,1,1,南,28.0,1,,中层,6.0,0,1,10,10,10
860,思明莲坂湖滨南路799-807号富山美迪斯,118.11228438787779,24.478944106643894,59273,342,57.7,1,1,1,西南,20.0,1,,中层,17.0,2,4,10,10,10
861,思明华侨博物馆民族路56号海滨花园,118.07918382517921,24.44591532127047,58222,780,133.97,3,2,2,南北,24.0,1,满五年,低层,8.0,0,5,8,2,10
862,思明白鹭洲湖滨四里64之4号彩霞公寓,118.10453149986047,24.47935862225084,65234,698,107,3,2,2,南,28.0,1,满五年,低层,16.0,2,5,9,10,10
863,思明前埔前埔东一里1-16号华林东盛花园(一期),118.16732297002324,24.479120309989067,48602,570,117.28,3,2,2,南北,20.0,1,满五年,中层,6.0,0,1,10,10,10
864,海沧新阳工业区新景东里501-507号马銮湾1号,117.99798424915609,24.539486637244917,28534,365,127.92,4,2,2,南北,2.0,1,满五年,中层,30.0,1,1,10,10,10
865,"集美华侨大学滨水五里91-93,97-98,100-101号水晶湖郡(三期公寓)",118.08571163628247,24.58463677335277,41799,410,98.09,3,2,1,南,7.0,0,满二年,高层,31.0,0,2,0,0,10
866,思明中山路先锋营街15-3号先锋营街15-3号小区,118.0795771212764,24.460775961843687,65715,460,70,3,1,1,南北,31.0,1,,,4.0,0,5,10,10,10
867,湖里SM商圈禾山路565-579号金山公寓,118.12778263756796,24.508734476852677,38506,339,88.04,3,2,1,南,14.0,1,满二年,低层,7.0,2,1,10,10,10
868,"思明松柏屿后南里85-87,99-106,110-113号厦门税务局职工宿舍",118.11823576009395,24.494955077301007,48065,298,62,2,1,1,南,12.0,1,满五年,高层,8.0,3,4,10,10,10
869,湖里枋湖枋湖路67-179号枋湖新村,118.13726323899868,24.51775896494087,54521,398,73,2,2,1,南北,18.0,1,满五年,中层,7.0,1,4,10,10,10
870,湖里祥店后埔北里281-289号银龙公寓,118.14153698163682,24.503243000394157,39572,358,90.47,3,2,1,南,22.0,1,,高层,7.0,2,3,10,10,10
871,"集美集美新城杏锦路,近九天湖路住宅水晶地铁公元",118.05372671866475,24.583127823479984,34767,308,88.59,3,1,1,南,4.0,1,满二年,中层,32.0,2,4,10,10,10
872,思明湖滨南路湖滨南路14-18号港务局宿舍(湖滨南路),118.0781549592717,24.468724593521262,52881,347,65.62,2,2,1,南北,39.0,1,满五年,高层,6.0,0,3,10,10,10
873,思明鹭江道开元路67-90号开元路67-90号小区,118.06927936796824,24.459132388440004,68206,399,58.5,3,2,3,西北,29.0,1,满五年,,3.0,0,0,0,0,0
874,湖里金尚金尚路156-210号中孚花园,118.14222877882477,24.494941667223912,37663,350,92.93,3,2,1,南北,21.0,1,满五年,高层,7.0,2,3,10,10,10
875,思明瑞景洪文六里1-55号厦航洪文小区(洪文六里),118.1588518148928,24.475114282238955,49548,575,116.05,3,2,2,南北,24.0,1,满五年,低层,7.0,0,0,7,10,10
876,湖里东渡和宁里101-121号濠头村新庄园,118.08226794999084,24.499882718577027,48149,368,76.43,2,2,1,南北,14.0,0,满二年,中层,7.0,1,1,0,10,10
877,湖里海天路海天路98-128号佳丽花园,118.09687308347691,24.506767372855034,39843,365,91.61,3,1,1,南,19.0,1,满五年,中层,8.0,0,1,9,10,10
878,"湖里湖边水库片区龙湫一里1-5号,龙湫二里1-5号湖边花园B区",118.16617212298368,24.49626320324626,55324,345,62.36,2,1,1,南,13.0,1,,中层,34.0,2,3,10,10,10
879,思明中山路中山路332号宏辉大厦,118.07817841890102,24.456671695591442,80109,530,66.16,3,1,1,东南,22.0,1,,中层,22.0,0,0,0,0,0
880,"湖里东渡东港北路1-11,21-27号国际邮轮城(二期)",118.0727095772624,24.485409244364806,62646,618,98.65,2,2,1,西南,13.0,1,满二年,中层,31.0,0,0,0,3,2
881,湖里南山南山路105-115号南山公寓(东区),118.0998309057882,24.504098427569776,43455,550,126.57,3,2,2,南,34.0,1,满五年,低层,8.0,0,1,10,10,10
882,湖里金山金山西三里151-174号琴岛花园,118.14841967488617,24.502754620371874,42455,330,77.73,2,2,1,东南,20.0,1,满五年,高层,6.0,2,3,10,10,10
883,思明中山路九竹巷70号鸿山花园,118.08018938281755,24.45223513273495,59237,405,68.37,2,2,3,南北,38.0,1,,低层,6.0,0,5,10,10,10
884,湖里东渡金鼎巷1-46号上苑山庄,118.07804476522803,24.4895130936934,37290,328,87.96,3,2,1,南北,36.0,1,满五年,高层,7.0,1,0,0,10,10
885,湖里金尚金昌里138-151号金秋花园(三期),118.14573607811133,24.500329404880418,39008,349,89.47,2,1,1,南,24.0,1,满五年,低层,17.0,2,2,10,10,10
886,思明岳阳小区仙岳路233号仙岳大厦,118.0914101290047,24.492329462014997,45278,570,125.89,3,2,2,南北,18.0,1,满二年,高层,30.0,2,2,6,10,10
887,湖里湖里万达五通二里1-54号五通小区二里,118.18770777833515,24.509629664288955,44589,468,104.96,3,2,2,南北,11.0,1,,中层,6.0,0,1,7,10,10
888,湖里祥店后埔北二里150-180号联发新天地,118.1410364464953,24.505214078671514,47817,600,125.48,3,2,2,南北,18.0,1,满二年,低层,17.0,2,3,10,10,10
889,"集美华侨大学滨水三里1-33,42-44号水晶湖郡(一期公寓)",118.08247377766558,24.597170581859867,36050,330,91.54,3,2,1,南,10.0,0,满二年,中层,24.0,0,2,0,1,8
890,集美杏东路宁海六里110-121号中海寰宇天下(公寓住宅),118.05578267084536,24.56206033647664,31606,308,97.45,3,2,1,南,10.0,1,,低层,38.0,0,2,8,10,10
891,思明禾祥西路故宫路128号宏华大厦,118.07807346012389,24.46808339797918,49120,625,127.24,3,2,2,西北,21.0,1,满五年,中层,30.0,0,3,10,10,10
892,思明湖滨北路湖滨北路21号滨北国际,118.07792930154564,24.481186036842956,56586,720,127.24,3,2,2,西南,16.0,1,满二年,高层,36.0,0,1,0,10,10
893,思明湖滨北路育秀里37-40号育秀中心,118.10710151942632,24.488582218922996,50639,698,137.84,3,2,2,南北,24.0,1,满五年,低层,33.0,3,5,10,10,10
894,思明中山路思明南路285号鸿图大厦,118.07952511785825,24.452156831002483,86674,560,64.61,2,1,1,西,17.0,1,满二年,高层,26.0,0,5,10,10,10
895,海沧滨海社区沧湖东二里32-40号绿苑海景,118.0423738292385,24.48787993234195,43230,598,138.33,3,2,2,南北,17.0,1,满五年,低层,29.0,2,6,2,10,10
896,思明思北角滨路9号银行家园,118.07716890155815,24.464846482671557,59406,600,101,2,2,1,南北,24.0,0,满二年,高层,16.0,0,4,10,10,10
897,"思明湖滨北路筼筜路1号101-105,122-128西堤别墅(公寓住宅)",118.07587468765539,24.478100140976217,61062,690,113,3,2,2,南北,30.0,1,满五年,高层,9.0,0,1,0,8,10
898,思明会展中心会展南二里51-56号江山帝景(公寓住宅),118.17354115850858,24.461137400452667,48889,660,135,3,2,2,南北,17.0,0,满五年,中层,31.0,0,0,10,8,10
899,思明将军祠文园路82-84号文馨园,118.09306393749708,24.46307996372163,72349,438,60.54,2,1,1,南北,23.0,1,满五年,高层,7.0,2,4,10,10,10
900,思明湖滨北路仙岳路254-270号博士新村,118.09423402780445,24.491296987537098,44255,585,132.19,4,2,2,南北,26.0,1,满五年,高层,7.0,2,1,10,10,10
901,湖里南山华昌路5号华海苑,118.09206857045409,24.506656752480964,45488,500,109.92,3,2,2,南北,26.0,1,满二年,中层,7.0,0,1,5,10,10
902,湖里五缘湾北区五缘西二里7-32号国贸润园,118.16055169640256,24.53693584755778,62859,799,127.11,3,2,2,南,10.0,1,满五年,低层,14.0,1,0,9,10,10
903,湖里悦华路长岸路388-430号三航公寓,118.09066053969916,24.517388801376686,32494,410,126.18,3,2,2,南北,23.0,1,满五年,中层,6.0,0,0,0,3,10
904,湖里南山仙洞路5-7号仙洞路5-7号小区,118.10940306743353,24.507197718483813,36250,290,80,2,2,2,南北,26.0,1,满五年,低层,7.0,1,2,10,10,10
905,思明厦大厦大西村27号厦大西村27号小区,118.08632059492842,24.440595046722432,75095,398,53,2,1,1,南北,33.0,1,满二年,低层,6.0,0,0,0,0,0
906,思明莲坂莲前西路89-93号金龙苑,118.12121161800404,24.480360278264417,51555,688,133.45,6,3,4,南北,27.0,1,,低层,7.0,4,3,10,10,10
907,"思明瑞景洪文二里100-117号,洪文一里136-139号瑞景生活广场",118.15255767973741,24.47841298326975,48126,570,118.44,4,2,2,南,24.0,1,满五年,高层,6.0,0,0,8,10,10
908,思明禾祥东路后埭溪路130-138号鹭腾花园之文华阁,118.10252167019607,24.471527730142874,58744,650,110.65,3,2,2,南北,21.0,1,满五年,高层,8.0,2,3,10,10,10
909,集美同集南路东安南五里1-9号中海厦门东湾,118.12050233567697,24.597716221812377,35698,310,86.84,3,2,2,南北,2.0,0,,低层,18.0,4,0,10,10,10
910,思明前埔莲前东路834-856号绿洲花园,118.16195568397599,24.474947969847083,38931,425,109.17,3,2,2,南北,28.0,1,满五年,低层,7.0,0,0,7,10,10
911,海沧滨海社区沧林东一里550-564号中骏蓝湾半岛,118.0493728024463,24.492711902007795,40378,488,120.86,3,2,2,南北,16.0,1,,高层,20.0,3,5,10,10,10
912,思明松柏莲岳路150-154号新华大厦,118.11241805024169,24.49208145691154,59289,608,102.55,3,1,1,西,18.0,1,满五年,中层,22.0,3,6,10,10,10
913,思明禾祥西路厦禾路467-499号亿力音乐花园瑟园,118.08397804217411,24.465320352362333,71301,398,55.82,1,1,1,南北,19.0,1,满五年,,5.0,0,4,10,10,10
914,思明将军祠万寿路6-8号万寿路6-8号小区,118.09654760071632,24.462649216654146,57952,688,118.72,3,2,2,南北,23.0,1,满二年,高层,7.0,2,4,10,10,10
915,思明将军祠阳台山一里1-5号筼筜书院,118.09717038051237,24.461774194748106,81912,720,87.9,2,2,1,南北,13.0,1,满五年,低层,17.0,2,6,10,10,10
916,思明莲花盈翠里10号凌志大厦,118.12223690957775,24.485150330850317,60184,768,127.61,3,2,2,南北,26.0,1,满五年,中层,24.0,4,4,10,10,10
917,翔安翔安新城鼓锣东二里1-32号融创东南府,118.24560369521124,24.566653251013673,27675,260,93.95,3,2,2,南,3.0,0,,高层,41.0,0,1,5,10,10
918,思明中山路南轿巷1-118号南轿巷小区,118.07399757235991,24.459073325894174,59225,365,61.63,2,2,1,南,29.0,1,满二年,高层,8.0,0,0,0,0,0
919,湖里殿前殿前铁路家园7-47号厦北铁路小区,118.1070660655309,24.53353321268762,32383,360,111.17,3,2,2,南,26.0,1,满五年,中层,7.0,0,0,10,10,10
920,湖里塘边兴隆路259-263号塘边邮电局宿舍,118.10955459276094,24.510799513090024,32388,299,92.32,3,2,1,南,17.0,1,满五年,高层,7.0,2,3,10,10,10
921,湖里湖边水库片区金山西里1-10号金山花园,118.15064099851827,24.50323786187022,36381,398,109.4,3,2,2,南北,21.0,1,满五年,低层,10.0,2,4,10,10,10
922,思明思北内武庙街1-73号内武庙街小区,118.07701535644796,24.46057700280652,103609,468,45.17,3,2,2,南北,19.0,1,满二年,,3.0,0,5,10,10,10
923,"海沧马銮湾新城新景路,近新阳北路建发湾璟",118.01518838808877,24.56489433972923,35674,310,86.9,3,2,2,南,3.0,1,,高层,27.0,1,0,0,0,0
924,思明禾祥西路禾祥西路2号禾祥首府,118.07466402654539,24.465519594685123,64265,305,47.46,1,1,1,北,18.0,1,满二年,低层,30.0,0,3,10,10,10
925,思明莲前东路莲前西路725-743号东芳花园,118.14185858298885,24.48057181174981,33943,349,102.82,2,2,2,东南,24.0,1,满五年,高层,9.0,0,3,10,10,10
926,集美杏东路文达二里22-206号金海湾,118.05373561217307,24.56580969576162,25124,330,131.35,3,2,2,南北,14.0,1,满五年,高层,11.0,1,2,10,10,10
927,集美嘉庚体育馆乐海北里17-146号泉舜泉水湾(一期),118.10465543369664,24.590375322026436,36450,315,86.42,3,2,1,南北,14.0,0,满二年,低层,28.0,3,1,10,10,10
928,思明观音山塔埔西路1-3号万泰东方,118.18438040211998,24.500974151928332,50711,585,115.36,3,2,2,南,9.0,1,满二年,高层,28.0,0,1,3,10,10
929,集美集美新城龙亭七里15-16号莲花国际(B区),118.05047203020185,24.606260347215795,28537,328,114.94,3,2,2,南北,11.0,1,,中层,17.0,0,0,7,10,10
930,思明松柏仙岳路552-578号联发花园,118.11807783204551,24.499361887875374,59425,780,131.26,4,2,2,南北,18.0,1,满五年,低层,7.0,2,2,10,10,10
931,集美同集南路东安北二里3-10号海上五月花海贝,118.11592426540683,24.605419555664476,33781,315,93.25,3,2,2,东,11.0,0,满二年,高层,34.0,1,1,10,10,10
932,思明前埔前村埔路549-577号家家海景,118.17513010712845,24.476756421822152,46245,620,134.07,3,2,2,东南,19.0,1,,低层,11.0,0,1,10,10,10
933,湖里南山竹坑路8号深汇大厦,118.08861287804203,24.50807862733472,30968,367,118.51,3,1,1,南,25.0,1,满五年,高层,18.0,0,0,1,10,10
934,思明禾祥西路禾祥西路547-581号禾祥西广电宿舍,118.09082356686876,24.470610948314558,70664,330,46.7,1,1,1,南北,28.0,1,,低层,6.0,0,3,10,10,10
935,湖里江头江头东路18号航空大厦,118.12986933031364,24.497074829463685,30375,398,131.03,3,1,1,南北,24.0,1,满二年,低层,27.0,3,3,10,10,10
936,湖里南山南山路358-364号明德花园,118.11664687887773,24.50904371327849,33795,398,117.77,4,2,2,南北,28.0,1,满五年,低层,8.0,2,4,10,10,10
937,湖里市行政中心枋湖东二里1-19号碧湖嘉园,118.14656773860341,24.514462377614297,40855,478,117,3,2,2,南,15.0,1,,低层,15.0,0,3,10,10,10
938,"湖里东渡和顺里17,36-64号滨海森林",118.08584170644053,24.498591132931683,39831,348,87.37,3,2,1,南,19.0,1,满五年,中层,17.0,1,2,2,10,10
939,"集美华侨大学滨水四里60-69,81-86号水晶湖郡(二期公寓)",118.0841676132418,24.591884853979295,35180,322,91.53,3,2,2,南,8.0,0,满二年,高层,33.0,0,1,0,0,10
940,海沧未来海岸片区滨湖二里197-219号禹洲尊海(公寓住宅),118.03141227027359,24.46936691942179,31700,280,88.33,3,2,2,南,13.0,0,,低层,31.0,0,2,7,10,10
941,集美嘉庚体育馆乐海北里320-329号泉舜泉水湾(三期),118.1059572355251,24.588099851402102,35292,325,92.09,3,2,1,南北,11.0,0,满五年,中层,26.0,3,1,10,10,10
942,思明文灶厦禾路840号之1金榜大厦,118.10308236195978,24.46925237542536,38704,498,128.67,5,2,2,南,26.0,1,满二年,低层,30.0,2,3,10,10,10
943,思明禾祥东路湖滨南路294号裕盛园,118.10475341122563,24.47604345360679,54016,678,125.52,3,2,2,南,16.0,1,满五年,中层,15.0,1,5,10,10,10
944,思明湖滨东路湖滨东路180-194号金领广场,118.10621909653742,24.478270640144043,67265,900,133.8,3,2,2,南北,19.0,1,,中层,18.0,1,5,9,10,10
945,翔安翔安新城鼓岩二里2-18号保利和光城悦,118.24404879770266,24.582269288501394,33984,350,102.99,3,2,2,南北,5.0,1,,高层,11.0,2,0,6,10,10
946,思明将军祠阳台山路3-5号太子山庄,118.09806970414557,24.462699916962773,65400,695,106.27,4,2,2,南北,22.0,1,满二年,中层,8.0,2,4,10,10,10
947,湖里湖里大道和悦里90-93号韵园公寓,118.09795750228402,24.517733075218967,35034,480,137.01,3,2,2,南,24.0,1,满五年,低层,11.0,0,0,4,8,10
948,集美集美新城龙亭七里5-9号莲花国际(A区),118.04983265176898,24.607140588457096,37253,320,85.9,2,2,1,南,5.0,1,,高层,17.0,0,0,7,10,10
949,集美集美新城园博三里51-57号中航城国际社区(A区B01地块公寓),118.05269423704954,24.586906677450102,32890,450,136.82,4,2,3,东西,8.0,1,满二年,低层,32.0,1,3,10,10,10
950,集美集美新城杏林湾路321-329号中粮云玺壹号,118.05061547977272,24.596653886484383,39967,435,108.84,3,2,2,南,1.0,1,满二年,中层,17.0,0,0,7,6,10
951,思明禾祥东路湖滨南路248号湖滨南路248号小区,118.0990402727965,24.47429843637538,54514,718,131.71,4,2,2,南北,29.0,1,满五年,高层,7.0,0,6,10,10,10
952,"湖里东渡海山路15号,17号,19号边检宿舍",118.07699323191609,24.487431489575886,37000,370,100,3,2,1,南北,29.0,1,满五年,中层,7.0,1,0,0,10,10
953,集美印斗路浔江里19-40号碧海蓝天(东区),118.10258365780615,24.581269173941955,47127,415,88.06,3,2,2,东南,11.0,0,满五年,中层,12.0,0,2,10,10,10
954,思明鹭江道鹭江道93-97号国贸金海岸,118.06946737140744,24.468391037509214,58279,598,102.61,2,2,1,西北,18.0,0,满二年,低层,36.0,0,0,0,7,0
955,集美嘉庚体育馆凤安一里2-23号中央公园城,118.11151469285669,24.600118869860026,35096,336,95.74,3,2,1,南,7.0,0,满二年,高层,29.0,3,0,10,10,10
